FECHA;INDICATIVO;NOMBRE;PROVINCIA;ALTITUD;TMEDIA;PRECIPITACION;TMIN;HORATMIN;TMAX;HORATMAX;DIR;VELMEDIA;RACHA;HORARACHA;SOL;PRESMAX;HORAPRESMAX;PRESMIN;HORAPRESMIN
22/09/2019;1111X;SANTANDER;CANTABRIA;52;19.0;0.0;16.8;Varias;21.1;13:50;29;2.5;11.4;0:30;9.2;1011.1;Varias;1001.8;0
23/09/2019;1111X;SANTANDER;CANTABRIA;52;18.7;1.8;16.1;3:30;21.3;23:59;18;2.8;9.4;23:59;0.2;1011.3;7;1005.1;24
24/09/2019;1111X;SANTANDER;CANTABRIA;52;20.6;0.8;17.1;20:20;24.1;3:40;19;3.1;13.1;1:50;0.4;1011.3;20;1003.7;3
25/09/2019;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;16.4;3:50;21.3;13:00;28;3.9;10.3;11:40;5.1;1012.3;22;1010.5;Varias
26/09/2019;1111X;SANTANDER;CANTABRIA;52;19.1;0.0;16.9;23:50;21.3;11:30;36;3.3;6.4;13:30;8.5;1012.9;23;1011.4;17
27/09/2019;1111X;SANTANDER;CANTABRIA;52;18.8;0.2;16.6;Varias;21.1;13:00;31;4.2;11.7;16:40;6.0;1015.7;24;1011.1;5
28/09/2019;1111X;SANTANDER;CANTABRIA;52;18.2;0.0;15.6;1:10;20.7;12:00;6;3.6;7.8;14:30;10.3;1015.8;1;1008.8;24
29/09/2019;1111X;SANTANDER;CANTABRIA;52;20.0;0.0;15.7;5:20;24.2;11:10;33;2.5;8.9;17:50;9.3;1012.3;22;1007.1;6
30/09/2019;1111X;SANTANDER;CANTABRIA;52;21.0;0.0;17.9;6:20;24.2;13:40;8;3.1;8.6;16:10;10.8;1012.0;0;1006.2;17
01/10/2019;1111X;SANTANDER;CANTABRIA;52;19.8;4.0;17.4;1:50;22.3;11:30;27;6.1;16.7;23:10;4.4;1010.1;22;1004.4;3
02/10/2019;1111X;SANTANDER;CANTABRIA;52;17.0;0.2;15.1;4:40;19.0;13:50;30;6.7;20.0;4:00;1.6;1016.1;20;1009.4;2
03/10/2019;1111X;SANTANDER;CANTABRIA;52;17.4;1.8;13.9;5:00;21.0;14:50;31;2.5;6.4;12:00;10.2;1014.3;0;1011.5;24
04/10/2019;1111X;SANTANDER;CANTABRIA;52;17.6;0.6;16.1;23:59;19.1;0:00;32;3.1;8.6;6:10;0.0;1013.4;10;1011.1;Varias
05/10/2019;1111X;SANTANDER;CANTABRIA;52;17.5;0.4;15.1;5:00;19.9;11:50;20;2.5;5.0;0:30;6.8;1014.0;21;1010.9;5
06/10/2019;1111X;SANTANDER;CANTABRIA;52;17.0;1.0;15.4;23:50;18.5;14:30;34;3.3;9.4;13:40;0.2;1017.1;21;1013.0;3
07/10/2019;1111X;SANTANDER;CANTABRIA;52;17.6;0.0;13.9;5:50;21.2;14:20;17;2.5;4.7;5:10;10.5;1015.9;0;1013.1;Varias
08/10/2019;1111X;SANTANDER;CANTABRIA;52;19.8;2.2;14.1;23:20;25.4;11:40;33;4.4;13.9;15:40;6.0;1014.3;23;1010.2;13
09/10/2019;1111X;SANTANDER;CANTABRIA;52;16.9;Ip;14.3;3:20;19.5;13:20;33;5.8;12.8;8:20;6.5;1016.8;22;1013.2;0
10/10/2019;1111X;SANTANDER;CANTABRIA;52;17.1;0.0;14.4;4:50;19.8;10:20;10;4.4;8.9;18:00;10.3;1017.2;8;1011.7;24
11/10/2019;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;13.0;6:30;20.1;14:00;23;2.5;6.1;21:50;10.7;1011.7;0;1006.9;24
12/10/2019;1111X;SANTANDER;CANTABRIA;52;20.3;0.0;16.5;4:10;24.1;23:59;18;2.5;8.3;23:20;3.6;1006.9;0;1000.0;23
13/10/2019;1111X;SANTANDER;CANTABRIA;52;22.2;0.0;16.9;22:40;27.5;12:50;19;6.1;21.1;5:50;7.9;1004.9;15;999.1;3
14/10/2019;1111X;SANTANDER;CANTABRIA;52;17.9;8.0;13.6;19:10;22.2;2:20;27;5.0;18.9;20:40;3.7;1007.5;24;997.3;3
15/10/2019;1111X;SANTANDER;CANTABRIA;52;16.8;Ip;13.3;1:50;20.4;15:20;30;4.4;17.2;0:00;6.0;1010.8;Varias;1007.0;24
16/10/2019;1111X;SANTANDER;CANTABRIA;52;19.6;3.6;16.3;9:30;22.9;13:00;18;7.2;16.7;10:20;3.6;1007.0;0;1003.9;15
17/10/2019;1111X;SANTANDER;CANTABRIA;52;18.0;0.0;16.2;23:59;19.8;10:50;19;4.7;14.2;0:10;4.1;1008.3;21;1003.8;4
18/10/2019;1111X;SANTANDER;CANTABRIA;52;17.2;0.6;15.1;23:30;19.3;11:30;28;2.2;5.3;11:20;1.0;1009.5;9;1002.0;24
19/10/2019;1111X;SANTANDER;CANTABRIA;52;14.8;39.6;12.7;23:40;16.9;8:40;33;3.3;8.9;6:00;0.1;1002.0;0;996.6;17
20/10/2019;1111X;SANTANDER;CANTABRIA;52;12.4;21.0;10.8;8:20;14.1;3:10;36;5.8;14.7;1:10;0.0;1008.9;24;996.9;1
21/10/2019;1111X;SANTANDER;CANTABRIA;52;13.6;Ip;10.8;6:20;16.3;10:10;24;2.8;10.0;6:40;7.9;1014.0;21;1008.8;0
22/10/2019;1111X;SANTANDER;CANTABRIA;52;12.4;34.0;10.3;4:50;14.5;17:00;8;2.5;12.2;17:00;0.0;1013.7;3;1002.9;24
23/10/2019;1111X;SANTANDER;CANTABRIA;52;13.7;;11.1;23:30;16.3;10:50;28;11.7;25.3;17:40;0.1;1003.8;24;997.8;15
24/10/2019;1111X;SANTANDER;CANTABRIA;52;14.6;3.3;11.1;Varias;18.1;12:10;30;5.3;15.6;0:50;3.2;1014.5;24;1003.8;0
25/10/2019;1111X;SANTANDER;CANTABRIA;52;16.2;0.0;13.9;3:30;18.5;12:20;99;1.9;5.8;Varias;10.1;1014.5;0;1010.7;Varias
26/10/2019;1111X;SANTANDER;CANTABRIA;52;20.3;0.0;13.2;2:10;27.4;12:50;26;2.8;6.7;16:20;9.9;1010.8;24;1008.0;16
27/10/2019;1111X;SANTANDER;CANTABRIA;52;18.6;0.0;15.2;6:30;21.9;11:30;25;1.7;5.6;0:00;1.6;1011.6;10;1008.5;24
28/10/2019;1111X;SANTANDER;CANTABRIA;52;18.2;0.0;15.7;23:50;20.6;12:10;27;2.8;5.8;13:10;5.5;1008.7;0;1006.8;14
29/10/2019;1111X;SANTANDER;CANTABRIA;52;17.6;0.0;14.3;3:40;20.8;14:30;28;2.2;7.5;7:50;6.0;1012.8;21;1006.9;4
30/10/2019;1111X;SANTANDER;CANTABRIA;52;18.5;0.6;14.8;7:00;22.2;15:50;26;2.2;10.0;19:50;0.7;1014.0;Varias;1009.6;15
31/10/2019;1111X;SANTANDER;CANTABRIA;52;17.8;2.0;16.4;23:40;19.3;12:30;26;3.1;9.2;9:50;6.0;1016.6;10;1011.7;24
01/11/2019;1111X;SANTANDER;CANTABRIA;52;19.5;3.0;16.4;0:00;22.6;11:40;31;2.5;14.2;23:59;1.3;1011.9;1;1001.7;24
02/11/2019;1111X;SANTANDER;CANTABRIA;52;16.2;6.4;15.1;Varias;17.4;0:00;31;5.6;14.2;0:00;0.0;1001.9;Varias;986.2;24
03/11/2019;1111X;SANTANDER;CANTABRIA;52;15.2;4.0;12.1;4:20;18.2;22:50;29;10.3;34.2;2:20;4.3;997.8;16;983.1;1
04/11/2019;1111X;SANTANDER;CANTABRIA;52;15.3;6.6;12.5;21:30;18.1;0:10;31;11.9;25.3;7:40;0.0;996.7;19;993.3;4
05/11/2019;1111X;SANTANDER;CANTABRIA;52;12.8;16.2;10.1;9:50;15.5;12:30;28;13.9;24.4;6:30;1.5;1007.3;24;995.1;4
06/11/2019;1111X;SANTANDER;CANTABRIA;52;14.4;31.6;11.6;9:00;17.2;14:10;34;4.2;18.9;23:59;1.6;1008.5;9;1000.5;21
07/11/2019;1111X;SANTANDER;CANTABRIA;52;11.1;9.9;8.0;23:59;14.2;0:00;31;12.5;23.6;14:50;2.1;1003.9;11;1000.9;23
08/11/2019;1111X;SANTANDER;CANTABRIA;52;10.7;26.7;7.9;2:10;13.5;21:20;99;13.9;25.8;Varias;0.3;1012.0;22;1000.6;1
09/11/2019;1111X;SANTANDER;CANTABRIA;52;12.6;17.6;10.2;1:50;14.9;14:10;30;8.6;23.6;14:30;0.1;1012.0;0;1005.9;13
10/11/2019;1111X;SANTANDER;CANTABRIA;52;11.4;8.0;9.6;8:30;13.3;14:30;33;9.2;26.9;6:50;1.4;1011.6;23;1007.8;6
11/11/2019;1111X;SANTANDER;CANTABRIA;52;12.4;4.8;10.2;0:10;14.6;9:30;34;8.1;22.8;9:30;2.0;1013.1;19;1006.6;9
12/11/2019;1111X;SANTANDER;CANTABRIA;52;12.2;19.6;9.9;1:50;14.6;13:00;28;6.4;15.3;4:30;0.2;1011.4;0;998.1;24
13/11/2019;1111X;SANTANDER;CANTABRIA;52;11.8;22.2;9.8;23:50;13.7;11:50;31;5.3;21.1;21:50;1.2;1006.4;11;996.9;21
14/11/2019;1111X;SANTANDER;CANTABRIA;52;9.4;21.0;6.0;19:00;12.8;12:10;26;5.8;23.9;3:30;2.3;997.4;1;990.0;14
15/11/2019;1111X;SANTANDER;CANTABRIA;52;8.2;23.0;4.8;21:50;11.5;5:50;33;8.9;23.9;7:20;0.3;1003.0;24;992.1;5
16/11/2019;1111X;SANTANDER;CANTABRIA;52;8.4;23.4;5.2;0:00;11.7;12:10;29;11.1;22.8;15:40;0.3;1007.0;21;1003.0;0
17/11/2019;1111X;SANTANDER;CANTABRIA;52;10.8;16.6;8.0;2:20;13.5;14:10;26;10.3;23.6;18:10;0.7;1006.0;0;999.6;18
18/11/2019;1111X;SANTANDER;CANTABRIA;52;10.8;3.8;8.7;23:10;12.9;Varias;36;3.9;15.8;1:40;2.4;1012.6;21;1005.5;0
19/11/2019;1111X;SANTANDER;CANTABRIA;52;10.6;0.0;7.1;7:30;14.1;13:30;20;3.1;6.4;0:10;4.8;1011.8;0;1003.5;24
20/11/2019;1111X;SANTANDER;CANTABRIA;52;12.0;Ip;8.5;6:30;15.5;11:50;99;5.3;11.7;Varias;3.0;1003.5;0;995.7;24
21/11/2019;1111X;SANTANDER;CANTABRIA;52;12.4;Ip;9.4;20:10;15.5;11:10;20;3.9;10.6;Varias;8.5;997.7;10;994.1;24
22/11/2019;1111X;SANTANDER;CANTABRIA;52;15.4;22.0;12.0;18:40;18.7;14:00;18;8.9;21.1;10:40;1.1;994.1;0;974.3;14
23/11/2019;1111X;SANTANDER;CANTABRIA;52;12.1;13.8;10.2;18:10;14.0;13:50;30;12.8;28.6;6:50;1.6;1002.1;24;977.3;0
24/11/2019;1111X;SANTANDER;CANTABRIA;52;13.0;2.4;11.0;0:10;15.1;Varias;28;6.4;18.3;4:10;0.5;1006.1;10;998.9;19
25/11/2019;1111X;SANTANDER;CANTABRIA;52;14.6;Ip;12.4;23:00;16.7;12:20;30;1.9;10.8;4:10;2.2;1005.9;18;999.2;2
26/11/2019;1111X;SANTANDER;CANTABRIA;52;16.8;1.4;12.0;1:10;21.7;16:00;32;6.9;24.4;19:20;1.3;1001.8;0;989.5;16
27/11/2019;1111X;SANTANDER;CANTABRIA;52;14.2;10.5;12.0;23:30;16.5;12:30;26;2.5;10.3;2:40;0.9;1002.2;22;994.8;0
28/11/2019;1111X;SANTANDER;CANTABRIA;52;13.2;5.3;11.9;Varias;14.4;13:10;27;3.3;8.9;6:50;0.0;1007.5;24;1001.3;1
29/11/2019;1111X;SANTANDER;CANTABRIA;52;14.2;Ip;11.0;23:30;17.4;11:40;10;2.8;7.5;20:40;7.4;1013.8;11;1007.5;0
30/11/2019;1111X;SANTANDER;CANTABRIA;52;14.3;10.2;9.7;22:10;18.9;6:50;30;4.2;18.9;8:10;0.5;1009.1;0;1003.3;6
01/12/2019;1111X;SANTANDER;CANTABRIA;52;11.8;44.0;9.2;Varias;14.5;14:50;35;3.6;11.1;17:50;1.1;1011.7;24;1002.5;4
02/12/2019;1111X;SANTANDER;CANTABRIA;52;10.4;Ip;9.1;Varias;11.8;6:30;6;8.3;14.4;7:30;0.1;1019.3;19;1011.6;0
03/12/2019;1111X;SANTANDER;CANTABRIA;52;7.7;0.0;4.9;23:40;10.5;12:30;6;4.2;10.3;0:10;5.1;1018.2;0;1008.8;24
04/12/2019;1111X;SANTANDER;CANTABRIA;52;8.6;1.8;4.7;4:00;12.6;23:50;36;2.8;11.9;23:30;5.1;1012.4;24;1006.3;5
05/12/2019;1111X;SANTANDER;CANTABRIA;52;11.0;Ip;9.0;23:59;13.0;13:00;4;1.9;7.5;0:20;0.0;1018.2;19;1012.3;0
06/12/2019;1111X;SANTANDER;CANTABRIA;52;10.2;0.0;7.9;Varias;12.5;12:00;28;3.1;7.2;14:50;1.2;1017.0;0;1014.6;14
07/12/2019;1111X;SANTANDER;CANTABRIA;52;13.4;Ip;10.5;7:30;16.3;12:50;20;2.8;5.6;23:50;3.5;1017.3;10;1015.3;4
08/12/2019;1111X;SANTANDER;CANTABRIA;52;13.4;5.4;11.5;3:00;15.3;9:10;28;6.4;15.6;23:40;0.0;1019.0;24;1013.2;8
09/12/2019;1111X;SANTANDER;CANTABRIA;52;12.2;0.8;11.0;23:50;13.5;14:40;28;10.0;21.4;7:20;0.4;1025.9;21;1018.7;1
10/12/2019;1111X;SANTANDER;CANTABRIA;52;11.8;4.6;8.4;7:40;15.2;13:40;20;2.2;8.3;23:20;5.2;1025.6;0;1012.2;24
11/12/2019;1111X;SANTANDER;CANTABRIA;52;11.9;10.8;9.3;10:10;14.5;1:20;99;11.9;22.5;Varias;4.8;1016.5;11;1010.6;2
12/12/2019;1111X;SANTANDER;CANTABRIA;52;12.2;20.2;9.7;4:00;14.6;23:59;28;8.1;26.1;23:59;0.0;1013.3;0;997.7;Varias
13/12/2019;1111X;SANTANDER;CANTABRIA;52;14.5;0.0;13.2;22:40;15.8;11:30;30;14.2;27.8;8:20;1.6;1005.2;Varias;997.1;4
14/12/2019;1111X;SANTANDER;CANTABRIA;52;15.6;0.0;13.3;0:00;17.9;14:10;20;5.3;15.3;21:00;2.5;1006.7;11;1001.1;24
15/12/2019;1111X;SANTANDER;CANTABRIA;52;14.0;0.0;11.6;16:00;16.3;0:00;20;4.4;15.0;Varias;4.2;1002.6;9;997.1;24
16/12/2019;1111X;SANTANDER;CANTABRIA;52;13.2;14.3;10.1;23:59;16.4;13:30;26;3.1;13.9;23:50;2.8;997.1;0;986.8;18
17/12/2019;1111X;SANTANDER;CANTABRIA;52;8.6;5.9;7.0;4:10;10.3;0:00;27;3.6;13.9;0:20;0.0;1005.2;22;991.3;0
18/12/2019;1111X;SANTANDER;CANTABRIA;52;12.8;2.8;7.9;0:20;17.7;18:50;20;9.4;25.0;12:40;4.4;1004.4;0;997.1;24
19/12/2019;1111X;SANTANDER;CANTABRIA;52;15.7;18.0;12.4;23:50;19.0;21:50;19;9.4;22.2;16:00;0.9;997.3;1;977.6;22
20/12/2019;1111X;SANTANDER;CANTABRIA;52;12.2;1.0;10.0;3:30;14.4;11:40;28;5.0;21.1;2:10;0.5;991.3;24;980.8;0
21/12/2019;1111X;SANTANDER;CANTABRIA;52;16.2;3.8;9.7;4:30;22.6;12:20;31;6.1;30.0;23:59;4.0;992.7;24;981.5;12
22/12/2019;1111X;SANTANDER;CANTABRIA;52;13.4;1.8;11.8;0:10;14.9;10:30;31;9.7;27.2;0:20;1.6;1014.4;24;992.7;0
23/12/2019;1111X;SANTANDER;CANTABRIA;52;14.0;Ip;11.5;3:40;16.6;14:00;29;4.7;14.7;1:30;0.3;1018.2;10;1014.4;0
24/12/2019;1111X;SANTANDER;CANTABRIA;52;17.2;0.0;12.5;Varias;21.8;13:10;99;4.2;10.0;Varias;6.3;1019.9;20;1016.2;Varias
25/12/2019;1111X;SANTANDER;CANTABRIA;52;14.9;0.0;10.5;6:20;19.3;23:50;20;3.3;10.6;Varias;4.9;1018.6;0;1011.7;22
26/12/2019;1111X;SANTANDER;CANTABRIA;52;14.4;0.0;9.5;23:50;19.3;0:00;27;2.8;13.6;0:50;5.1;1024.9;Varias;1013.6;0
27/12/2019;1111X;SANTANDER;CANTABRIA;52;10.0;0.0;6.9;7:40;13.0;13:00;9;4.2;15.3;15:30;8.0;1025.0;3;1022.1;17
28/12/2019;1111X;SANTANDER;CANTABRIA;52;10.4;0.0;7.7;2:50;13.1;10:50;12;6.7;13.1;7:20;7.9;1024.0;1;1021.9;14
29/12/2019;1111X;SANTANDER;CANTABRIA;52;9.8;0.0;6.6;5:40;12.9;13:30;8;2.2;10.6;14:20;7.9;1024.0;10;1021.4;Varias
30/12/2019;1111X;SANTANDER;CANTABRIA;52;;0.0;;;;;;1.9;;;8.2;1024.9;24;1022.0;14
31/12/2019;1111X;SANTANDER;CANTABRIA;52;12.3;0.0;9.8;Varias;14.8;14:10;26;2.2;7.2;0:30;1.9;1026.9;10;1024.7;Varias
01/01/2020;1111X;SANTANDER;CANTABRIA;52;10.9;0.0;8.4;23:59;13.4;11:20;21;2.2;6.4;4:50;8.0;1025.8;9;1022.7;24
02/01/2020;1111X;SANTANDER;CANTABRIA;52;9.4;Ip;6.6;4:50;12.1;13:40;28;2.8;6.4;12:30;6.3;1023.1;Varias;1019.5;13
03/01/2020;1111X;SANTANDER;CANTABRIA;52;10.6;1.6;8.5;2:10;12.6;14:40;20;3.3;9.7;3:40;0.0;1029.7;24;1022.4;2
04/01/2020;1111X;SANTANDER;CANTABRIA;52;11.0;1.2;9.7;7:20;12.4;Varias;33;1.9;8.9;0:30;1.3;1031.9;10;1028.7;24
05/01/2020;1111X;SANTANDER;CANTABRIA;52;9.0;0.0;6.7;23:59;11.3;12:20;8;6.1;13.6;15:20;8.3;1028.7;0;1020.2;24
06/01/2020;1111X;SANTANDER;CANTABRIA;52;9.3;0.0;5.8;1:30;12.8;13:20;25;4.4;8.6;9:10;5.8;1026.0;23;1019.1;4
07/01/2020;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;8.2;5:50;13.4;11:20;27;3.3;6.1;15:50;7.1;1025.7;10;1023.7;14
08/01/2020;1111X;SANTANDER;CANTABRIA;52;13.0;0.0;9.6;3:20;16.3;12:50;9;1.7;5.3;15:10;5.4;1024.4;10;1018.7;24
09/01/2020;1111X;SANTANDER;CANTABRIA;52;15.2;1.1;10.1;1:50;20.2;13:20;99;5.8;22.5;Varias;6.2;1019.9;24;1009.9;13
10/01/2020;1111X;SANTANDER;CANTABRIA;52;10.7;2.8;8.4;23:50;13.0;15:40;28;5.6;16.7;1:10;2.7;1027.9;23;1019.8;Varias
11/01/2020;1111X;SANTANDER;CANTABRIA;52;9.6;0.0;6.4;6:00;12.7;13:10;8;2.8;6.7;14:50;8.0;1027.7;0;1022.8;15
12/01/2020;1111X;SANTANDER;CANTABRIA;52;11.2;0.0;7.4;8:00;15.0;12:50;22;2.2;6.1;0:20;6.4;1025.3;10;1020.1;24
13/01/2020;1111X;SANTANDER;CANTABRIA;52;11.4;0.0;7.4;6:30;15.4;14:40;19;4.2;15.0;22:50;3.3;1020.1;0;1007.3;24
14/01/2020;1111X;SANTANDER;CANTABRIA;52;14.1;0.0;12.2;0:20;16.0;14:00;19;9.7;21.1;11:10;4.4;1007.3;0;1004.3;18
15/01/2020;1111X;SANTANDER;CANTABRIA;52;13.1;Ip;10.5;23:10;15.7;9:20;20;5.6;20.3;7:50;0.6;1016.0;18;1003.3;5
16/01/2020;1111X;SANTANDER;CANTABRIA;52;15.1;5.2;11.5;22:30;18.7;16:40;20;8.9;20.0;16:30;0.2;1013.3;21;1008.3;17
17/01/2020;1111X;SANTANDER;CANTABRIA;52;10.8;0.4;8.9;22:40;12.8;13:20;31;6.1;19.7;9:00;5.7;1025.7;19;1012.9;0
18/01/2020;1111X;SANTANDER;CANTABRIA;52;12.6;4.0;8.8;Varias;16.3;14:40;34;6.1;27.8;15:30;4.0;1023.5;0;1007.3;Varias
19/01/2020;1111X;SANTANDER;CANTABRIA;52;9.9;0.1;8.7;23:30;11.1;0:00;4;11.1;20.0;20:10;2.3;1031.1;23;1015.9;0
20/01/2020;1111X;SANTANDER;CANTABRIA;52;8.0;0.0;7.0;6:10;8.9;23:40;8;7.8;17.8;0:10;0.4;1031.0;0;1027.7;24
21/01/2020;1111X;SANTANDER;CANTABRIA;52;8.0;0.1;6.7;5:50;9.3;15:30;7;3.3;12.5;15:40;0.0;1027.7;0;1020.7;24
22/01/2020;1111X;SANTANDER;CANTABRIA;52;9.2;4.6;7.4;Varias;11.1;3:20;6;4.2;14.2;3:20;0.0;1020.7;0;1013.7;22
23/01/2020;1111X;SANTANDER;CANTABRIA;52;8.9;0.0;6.6;4:40;11.2;14:20;16;1.9;5.6;5:30;0.1;1013.8;0;1010.3;15
24/01/2020;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;8.7;0:00;12.8;13:20;20;2.2;11.1;2:40;1.4;1013.1;11;1010.4;4
25/01/2020;1111X;SANTANDER;CANTABRIA;52;11.0;0.0;9.1;23:30;12.9;13:30;18;1.4;6.4;3:10;1.1;1011.6;23;1009.0;15
26/01/2020;1111X;SANTANDER;CANTABRIA;52;11.4;Ip;8.1;4:00;14.6;11:50;19;2.8;11.1;23:40;6.9;1014.7;Varias;1011.0;24
27/01/2020;1111X;SANTANDER;CANTABRIA;52;13.5;2.4;11.8;23:40;15.2;17:50;19;4.2;16.4;6:40;1.3;1011.0;0;1004.3;17
28/01/2020;1111X;SANTANDER;CANTABRIA;52;12.6;Ip;10.1;23:30;15.1;12:30;30;5.8;15.0;6:50;8.2;1014.2;20;1008.7;0
29/01/2020;1111X;SANTANDER;CANTABRIA;52;13.0;1.8;9.4;6:30;16.5;23:40;11;3.3;8.9;18:10;0.8;1014.2;2;1009.5;16
30/01/2020;1111X;SANTANDER;CANTABRIA;52;15.7;Ip;13.0;4:30;18.4;11:50;21;3.6;12.8;10:50;0.9;1013.1;24;1009.2;7
31/01/2020;1111X;SANTANDER;CANTABRIA;52;15.2;1.2;11.4;7:40;19.1;23:40;20;4.4;13.6;23:00;7.7;1014.1;10;1007.3;23
01/02/2020;1111X;SANTANDER;CANTABRIA;52;16.0;0.0;12.9;21:00;19.1;0:00;23;3.3;10.8;0:10;5.7;1016.2;20;1008.2;0
02/02/2020;1111X;SANTANDER;CANTABRIA;52;19.4;0.0;15.6;5:30;23.3;15:00;20;5.0;10.8;4:30;6.4;1019.4;24;1013.6;3
03/02/2020;1111X;SANTANDER;CANTABRIA;52;20.2;0.0;13.9;22:40;26.5;14:10;19;4.2;9.4;0:40;8.8;1023.3;24;1016.4;15
04/02/2020;1111X;SANTANDER;CANTABRIA;52;12.4;1.8;9.6;23:40;15.1;0:00;99;3.1;8.6;Varias;0.0;1029.4;22;1023.0;2
05/02/2020;1111X;SANTANDER;CANTABRIA;52;10.0;0.0;8.2;5:10;11.9;10:50;9;8.3;16.7;Varias;7.4;1028.9;0;1016.9;24
06/02/2020;1111X;SANTANDER;CANTABRIA;52;10.0;0.0;6.1;5:40;13.8;15:20;11;3.1;7.2;0:20;8.5;1016.9;0;1013.1;Varias
07/02/2020;1111X;SANTANDER;CANTABRIA;52;13.0;0.0;10.6;8:20;15.5;12:30;26;1.7;6.1;8:50;8.8;1015.1;11;1012.6;3
08/02/2020;1111X;SANTANDER;CANTABRIA;52;11.2;2.8;9.4;20:30;13.1;12:20;30;3.6;11.9;9:50;0.9;1018.9;18;1012.6;4
09/02/2020;1111X;SANTANDER;CANTABRIA;52;13.8;0.0;8.2;1:40;19.5;14:40;20;5.3;13.6;21:30;5.5;1016.9;0;1013.7;14
10/02/2020;1111X;SANTANDER;CANTABRIA;52;15.4;0.0;12.8;Varias;18.0;0:00;29;2.8;7.8;7:00;4.5;1022.2;21;1016.3;0
11/02/2020;1111X;SANTANDER;CANTABRIA;52;11.6;2.8;10.1;21:00;13.2;10:30;31;4.2;10.3;12:50;0.0;1021.7;Varias;1020.1;22
12/02/2020;1111X;SANTANDER;CANTABRIA;52;11.2;0.0;9.2;5:10;13.3;13:10;99;3.6;8.3;Varias;5.0;1020.6;0;1011.4;21
13/02/2020;1111X;SANTANDER;CANTABRIA;52;13.8;Ip;11.2;0:00;16.5;12:20;30;4.2;10.8;15:50;1.9;1019.4;23;1009.9;5
14/02/2020;1111X;SANTANDER;CANTABRIA;52;13.0;0.0;10.1;7:00;16.0;11:50;10;2.5;6.7;15:20;7.9;1019.8;9;1016.4;24
15/02/2020;1111X;SANTANDER;CANTABRIA;52;14.4;0.0;9.3;7:30;19.5;15:10;19;2.8;13.9;20:20;4.9;1016.4;Varias;1010.7;23
16/02/2020;1111X;SANTANDER;CANTABRIA;52;16.4;4.7;12.6;23:50;20.2;12:50;19;9.7;22.2;11:20;3.6;1014.7;24;1007.8;6
17/02/2020;1111X;SANTANDER;CANTABRIA;52;11.1;7.1;9.1;22:20;13.1;11:40;30;6.7;16.4;14:30;3.4;1028.0;22;1014.7;0
18/02/2020;1111X;SANTANDER;CANTABRIA;52;10.4;Ip;8.2;7:20;12.6;12:40;29;4.2;7.2;13:30;8.3;1029.0;10;1027.1;15
19/02/2020;1111X;SANTANDER;CANTABRIA;52;11.1;0.0;8.0;7:00;14.2;11:20;9;4.2;6.9;18:30;10.1;1028.0;0;1017.8;24
20/02/2020;1111X;SANTANDER;CANTABRIA;52;10.6;0.0;7.3;4:50;13.8;16:00;31;3.3;7.2;12:20;8.5;1024.6;24;1015.7;3
21/02/2020;1111X;SANTANDER;CANTABRIA;52;11.9;0.0;9.7;Varias;14.1;11:50;8;4.7;10.8;14:40;9.0;1025.3;9;1022.9;17
22/02/2020;1111X;SANTANDER;CANTABRIA;52;12.0;0.0;8.4;3:20;15.7;10:40;33;3.6;7.5;11:20;5.0;1028.9;21;1022.9;4
23/02/2020;1111X;SANTANDER;CANTABRIA;52;9.6;0.0;7.8;7:30;11.3;13:10;8;1.4;5.0;23:10;4.1;1027.7;11;1024.5;24
24/02/2020;1111X;SANTANDER;CANTABRIA;52;9.8;Ip;7.6;8:20;12.1;15:10;29;3.9;8.9;19:00;2.7;1024.5;0;1015.9;24
25/02/2020;1111X;SANTANDER;CANTABRIA;52;11.4;6.8;10.0;23:50;12.8;10:10;29;7.2;20.6;22:50;0.0;1015.9;0;1012.5;13
26/02/2020;1111X;SANTANDER;CANTABRIA;52;10.4;8.6;9.3;7:40;11.5;1:10;30;8.6;20.3;3:40;0.4;1017.0;10;1010.9;24
27/02/2020;1111X;SANTANDER;CANTABRIA;52;12.9;4.4;10.5;0:00;15.3;9:30;30;8.6;18.9;14:20;0.0;1015.9;22;1006.7;4
28/02/2020;1111X;SANTANDER;CANTABRIA;52;15.0;0.0;11.1;8:00;19.0;22:40;20;3.6;13.3;23:20;5.7;1015.5;1;997.9;24
29/02/2020;1111X;SANTANDER;CANTABRIA;52;14.8;1.2;10.6;23:30;18.9;0:00;30;3.1;17.5;14:00;0.0;1004.1;Varias;993.5;5
01/03/2020;1111X;SANTANDER;CANTABRIA;52;12.6;14.8;10.1;3:50;15.0;9:30;25;4.4;17.8;7:10;4.7;1002.5;0;986.1;24
02/03/2020;1111X;SANTANDER;CANTABRIA;52;9.4;19.2;6.4;12:20;12.5;0:00;30;13.1;28.9;5:50;3.0;1008.6;22;983.3;2
03/03/2020;1111X;SANTANDER;CANTABRIA;52;11.6;5.2;7.7;5:30;15.5;10:50;30;9.7;30.6;13:20;3.3;1012.0;21;997.0;8
04/03/2020;1111X;SANTANDER;CANTABRIA;52;14.6;4.8;11.1;0:00;18.0;13:10;19;3.1;7.8;4:00;1.3;1010.7;Varias;1001.7;24
